year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",44.00,3.00,1.63,0.00,0.12,0.00,1.25,0.00,1.00,89.00,56.00,0.00,3.00,0.00,30.00
2020,12,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",90.00,1.00,0.96,0.00,0.04,0.00,0.00,0.00,0.00,23.00,22.00,0.00,1.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",88.00,8.00,5.75,0.00,1.60,0.00,0.65,0.00,1.00,338.00,265.00,0.00,45.00,0.00,28.00
2020,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",184.00,9.00,4.17,0.00,1.83,0.00,3.00,0.00,0.00,508.00,192.00,0.00,92.00,0.00,224.00
2020,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",76.00,11.00,4.78,0.00,5.22,0.00,1.00,1.00,0.00,692.00,398.00,0.00,178.00,0.00,116.00
2020,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5985.00,445.00,142.89,11.96,161.37,1.00,127.79,5.00,0.00,30756.00,16390.00,1509.00,5060.00,16.00,7781.00
2020,12,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",142.00,14.00,5.36,0.00,7.70,0.00,0.94,1.00,0.00,436.00,162.00,0.00,182.00,0.00,92.00
2020,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",147.00,10.00,6.04,1.00,1.00,0.00,1.96,0.00,1.00,1070.00,838.00,141.00,24.00,0.00,67.00
2020,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",84.00,14.00,6.24,0.96,6.80,0.00,0.00,1.00,1.00,2006.00,1164.00,619.00,223.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",150.00,19.00,5.70,0.00,12.07,0.00,1.23,3.00,0.00,846.00,423.00,0.00,389.00,0.00,34.00
2020,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",123.00,9.00,6.82,0.00,1.18,0.00,1.00,0.00,0.00,572.00,527.00,0.00,26.00,0.00,19.00
2020,12,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",25.00,7.00,0.34,0.00,3.54,0.00,3.11,2.00,0.00,278.00,13.00,0.00,93.00,0.00,172.00
2020,12,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",59.00,5.00,3.15,0.00,1.48,0.00,0.37,0.00,0.00,218.00,155.00,0.00,47.00,0.00,16.00
2020,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",21.00,3.00,1.00,0.71,1.29,0.00,0.00,0.00,0.00,158.00,17.00,81.00,60.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",90.00,6.00,3.80,0.00,1.63,0.00,0.57,0.00,0.00,374.00,249.00,0.00,88.00,0.00,37.00
2020,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",115.00,5.00,4.82,0.00,0.18,0.00,0.00,0.00,1.00,244.00,236.00,0.00,8.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",90.00,10.00,3.06,0.85,5.40,0.00,0.68,0.00,0.00,759.00,220.00,258.00,211.00,0.00,70.00
2020,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",14.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",96.00,17.00,8.50,0.00,5.11,0.00,3.40,1.00,0.00,1064.00,558.00,0.00,200.00,0.00,306.00
2020,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",106.00,5.00,3.70,0.00,1.30,0.00,0.00,0.00,0.00,230.00,205.00,0.00,25.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",213.00,12.00,6.42,2.96,0.92,0.00,1.71,0.00,0.00,542.00,279.00,202.00,25.00,0.00,36.00
2020,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",86.00,1.00,0.59,0.00,0.00,0.00,0.41,1.00,1.00,17.00,10.00,0.00,0.00,0.00,7.00
2020,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",61.00,6.00,3.03,0.00,2.65,0.00,0.32,1.00,0.00,209.00,121.00,0.00,67.00,0.00,21.00
2020,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",74.00,12.00,2.57,0.96,7.47,0.00,1.00,0.00,0.00,677.00,118.00,121.00,398.00,0.00,40.00
2020,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",42.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",84.00,8.00,2.44,0.00,4.30,0.00,1.26,2.00,0.00,446.00,127.00,0.00,190.00,0.00,129.00
2020,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",113.00,8.00,6.00,1.00,0.16,0.00,0.84,0.00,0.00,376.00,305.00,22.00,8.00,0.00,41.00
2020,12,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",99.00,6.00,2.45,0.97,2.58,0.00,0.00,0.00,0.00,162.00,74.00,33.00,55.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",381.00,43.00,6.09,1.33,23.77,0.00,11.82,4.00,0.00,1689.00,216.00,100.00,685.00,0.00,688.00
2020,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",88.00,14.00,6.16,0.00,5.82,0.00,2.02,2.00,0.00,765.00,291.00,0.00,245.00,0.00,229.00
2020,12,9E,Endeavor Air Inc.,DAL,"Dallas, TX: Dallas Love Field",39.00,6.00,0.09,0.00,3.76,0.00,2.15,0.00,0.00,420.00,5.00,0.00,296.00,0.00,119.00
2020,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",176.00,17.00,4.89,0.00,7.54,0.00,4.57,0.00,0.00,850.00,257.00,0.00,232.00,0.00,361.00
2020,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",37.00,1.00,0.00,0.00,0.13,0.00,0.87,1.00,0.00,15.00,0.00,0.00,2.00,0.00,13.00
2020,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83.00,8.00,1.50,0.00,5.40,0.00,1.10,0.00,0.00,454.00,134.00,0.00,260.00,0.00,60.00
2020,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",101.00,10.00,4.79,0.00,0.63,0.00,4.58,0.00,0.00,464.00,244.00,0.00,17.00,0.00,203.00
2020,12,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",122.00,11.00,5.94,0.00,4.02,0.00,1.04,3.00,0.00,670.00,398.00,0.00,208.00,0.00,64.00
2020,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",232.00,28.00,8.05,3.63,10.58,0.00,5.74,7.00,0.00,3960.00,565.00,2631.00,408.00,0.00,356.00
2020,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2312.00,197.00,53.67,1.92,60.81,0.00,80.60,13.00,4.00,16873.00,8216.00,196.00,1879.00,0.00,6582.00
2020,12,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",39.00,5.00,1.96,0.00,1.50,0.00,1.54,0.00,0.00,175.00,82.00,0.00,28.00,0.00,65.00
2020,12,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",52.00,5.00,2.55,0.00,2.45,0.00,0.00,1.00,0.00,160.00,62.00,0.00,98.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",143.00,6.00,2.92,0.00,2.64,0.00,0.44,0.00,0.00,218.00,137.00,0.00,62.00,0.00,19.00
2020,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",175.00,23.00,12.71,1.90,8.15,0.00,0.23,5.00,0.00,1684.00,1216.00,131.00,313.00,0.00,24.00
2020,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",91.00,8.00,4.00,0.00,4.00,0.00,0.00,3.00,1.00,266.00,137.00,0.00,129.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",112.00,5.00,3.05,0.00,0.00,1.00,0.95,0.00,0.00,151.00,88.00,0.00,0.00,22.00,41.00
2020,12,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",53.00,5.00,1.96,0.00,3.00,0.00,0.04,0.00,0.00,641.00,417.00,0.00,211.00,0.00,13.00
2020,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",123.00,15.00,3.69,0.00,7.53,0.00,3.77,3.00,0.00,454.00,89.00,0.00,208.00,0.00,157.00
2020,12,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",83.00,7.00,3.64,0.00,1.40,0.00,1.96,0.00,0.00,227.00,151.00,0.00,40.00,0.00,36.00
2020,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",14.00,3.00,1.85,0.00,0.00,0.00,1.15,1.00,0.00,308.00,174.00,0.00,0.00,0.00,134.00
2020,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",115.00,8.00,4.19,0.00,2.00,0.00,1.81,0.00,0.00,401.00,255.00,0.00,42.00,0.00,104.00
2020,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",142.00,8.00,3.51,0.00,1.67,0.47,2.35,0.00,1.00,321.00,152.00,0.00,33.00,8.00,128.00
2020,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",218.00,20.00,9.62,0.00,6.78,0.00,3.61,2.00,0.00,1066.00,557.00,0.00,234.00,0.00,275.00
2020,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",203.00,23.00,7.05,1.00,11.98,0.00,2.97,1.00,0.00,934.00,358.00,29.00,410.00,0.00,137.00
2020,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",184.00,8.00,4.40,0.00,1.48,0.00,2.12,0.00,0.00,250.00,133.00,0.00,34.00,0.00,83.00
2020,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",54.00,10.00,8.12,0.00,1.13,0.00,0.74,0.00,0.00,1079.00,985.00,0.00,61.00,0.00,33.00
2020,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",86.00,7.00,6.99,0.00,0.01,0.00,0.00,0.00,0.00,368.00,367.00,0.00,1.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,HOU,"Houston, TX: William P Hobby",148.00,21.00,6.20,0.00,13.98,0.00,0.81,0.00,0.00,617.00,210.00,0.00,394.00,0.00,13.00
2020,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",174.00,4.00,2.88,0.19,0.13,0.00,0.81,0.00,0.00,94.00,70.00,4.00,3.00,0.00,17.00
2020,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",12.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,44.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120.00,9.00,2.68,0.00,5.32,0.00,1.00,1.00,0.00,290.00,87.00,0.00,143.00,0.00,60.00
2020,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",116.00,4.00,2.21,0.00,0.68,0.00,1.11,0.00,0.00,89.00,55.00,0.00,13.00,0.00,21.00
2020,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",110.00,6.00,0.25,0.00,4.54,0.00,1.21,3.00,0.00,182.00,6.00,0.00,115.00,0.00,61.00
2020,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",144.00,5.00,4.63,0.00,0.00,0.00,0.37,0.00,0.00,222.00,192.00,0.00,0.00,0.00,30.00
2020,12,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",29.00,3.00,1.68,0.00,1.25,0.00,0.07,1.00,0.00,301.00,250.00,0.00,33.00,0.00,18.00
2020,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",269.00,31.00,9.92,1.27,12.77,0.00,7.04,10.00,0.00,1759.00,715.00,64.00,439.00,0.00,541.00
2020,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",51.00,9.00,1.77,0.00,5.85,0.00,1.39,0.00,0.00,353.00,94.00,0.00,184.00,0.00,75.00
2020,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",179.00,14.00,6.36,0.00,4.30,0.00,3.33,0.00,0.00,831.00,417.00,0.00,154.00,0.00,260.00
2020,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",130.00,3.00,1.69,0.00,1.11,0.00,0.19,0.00,2.00,75.00,45.00,0.00,23.00,0.00,7.00
2020,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",55.00,5.00,1.00,0.68,3.08,0.00,0.24,1.00,0.00,314.00,32.00,61.00,185.00,0.00,36.00
2020,12,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",114.00,10.00,7.54,0.43,1.03,0.00,1.00,0.00,0.00,335.00,269.00,23.00,27.00,0.00,16.00
2020,12,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",90.00,15.00,4.59,0.00,9.03,0.00,1.38,0.00,0.00,1281.00,841.00,0.00,305.00,0.00,135.00
2020,12,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",62.00,7.00,4.77,0.00,0.86,0.00,1.37,0.00,0.00,757.00,588.00,0.00,40.00,0.00,129.00
2020,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",149.00,10.00,0.93,0.00,4.99,0.00,4.09,2.00,0.00,496.00,34.00,0.00,143.00,0.00,319.00
2020,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",118.00,17.00,9.70,0.00,7.02,0.00,0.29,1.00,0.00,786.00,554.00,0.00,224.00,0.00,8.00
2020,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",122.00,14.00,10.75,0.00,2.25,1.00,0.00,0.00,1.00,2066.00,1962.00,0.00,52.00,52.00,0.00
2020,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",16.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,78.00,16.00,0.00,62.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",60.00,4.00,1.37,0.00,2.00,0.00,0.63,0.00,1.00,234.00,104.00,0.00,35.00,0.00,95.00
2020,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",87.00,6.00,5.56,0.00,0.40,0.00,0.04,0.00,0.00,276.00,244.00,0.00,29.00,0.00,3.00
2020,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",119.00,8.00,7.07,0.00,0.32,0.00,0.61,0.00,1.00,281.00,234.00,0.00,11.00,0.00,36.00
2020,12,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",145.00,23.00,9.33,0.00,10.23,0.00,3.44,3.00,0.00,1287.00,736.00,0.00,362.00,0.00,189.00
2020,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",180.00,13.00,3.00,0.00,5.15,0.00,4.85,1.00,1.00,563.00,180.00,0.00,148.00,0.00,235.00
2020,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2244.00,217.00,52.01,13.97,78.34,0.00,72.68,59.00,1.00,19895.00,8074.00,2922.00,4085.00,0.00,4814.00
2020,12,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",119.00,6.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,412.00,335.00,0.00,77.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",113.00,5.00,1.75,0.97,0.40,0.00,1.88,0.00,1.00,692.00,52.00,562.00,8.00,0.00,70.00
2020,12,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",99.00,10.00,5.81,0.00,3.06,0.00,1.13,0.00,0.00,575.00,403.00,0.00,135.00,0.00,37.00
2020,12,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",135.00,18.00,5.21,0.00,9.88,0.00,2.90,0.00,1.00,664.00,327.00,0.00,226.00,0.00,111.00
2020,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",72.00,4.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,98.00,0.00,0.00,98.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",90.00,13.00,5.23,0.00,6.81,0.00,0.96,0.00,0.00,677.00,310.00,0.00,228.00,0.00,139.00
2020,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",158.00,19.00,4.63,0.01,10.44,0.00,3.93,2.00,1.00,1274.00,405.00,1.00,483.00,0.00,385.00
2020,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",11.00,3.00,1.00,0.00,0.03,0.00,1.97,0.00,0.00,364.00,46.00,0.00,5.00,0.00,313.00
2020,12,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",12.00,2.00,0.00,0.00,1.47,0.00,0.53,1.00,0.00,31.00,0.00,0.00,23.00,0.00,8.00
2020,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",315.00,42.00,15.78,0.00,15.59,0.00,10.62,5.00,0.00,3182.00,1359.00,0.00,503.00,0.00,1320.00
2020,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",16.00,1.00,0.88,0.00,0.12,0.00,0.00,0.00,0.00,50.00,44.00,0.00,6.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",83.00,4.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,207.00,71.00,136.00,0.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",121.00,18.00,4.61,1.22,9.52,0.00,2.65,1.00,0.00,733.00,193.00,140.00,293.00,0.00,107.00
2020,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",118.00,14.00,5.18,0.00,6.96,0.00,1.86,3.00,0.00,1455.00,895.00,0.00,299.00,0.00,261.00
2020,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",3.00,3.00,0.00,0.52,1.48,0.00,1.00,0.00,0.00,203.00,0.00,62.00,111.00,0.00,30.00
2020,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",89.00,11.00,2.71,0.28,5.24,0.00,2.77,0.00,0.00,372.00,115.00,22.00,137.00,0.00,98.00
2020,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",84.00,3.00,1.69,0.00,1.00,0.00,0.31,0.00,0.00,101.00,63.00,0.00,23.00,0.00,15.00
2020,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",31.00,3.00,0.90,0.00,2.10,0.00,0.00,1.00,0.00,149.00,60.00,0.00,89.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",91.00,3.00,0.00,0.00,2.21,0.00,0.79,0.00,0.00,59.00,0.00,0.00,44.00,0.00,15.00
2020,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",114.00,7.00,3.05,0.00,2.30,0.00,1.64,0.00,1.00,158.00,64.00,0.00,43.00,0.00,51.00
2020,12,9E,Endeavor Air Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",14.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,89.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",124.00,18.00,1.76,0.00,13.72,0.00,2.52,2.00,0.00,541.00,85.00,0.00,305.00,0.00,151.00
2020,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",114.00,12.00,4.13,0.12,6.87,0.00,0.88,2.00,0.00,619.00,334.00,5.00,243.00,0.00,37.00
2020,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",61.00,1.00,0.78,0.00,0.22,0.00,0.00,0.00,0.00,23.00,18.00,0.00,5.00,0.00,0.00
2020,12,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",28.00,4.00,1.56,0.00,1.54,0.00,0.90,0.00,0.00,304.00,75.00,0.00,78.00,0.00,151.00
2020,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",123.00,9.00,5.04,1.00,0.32,0.00,2.64,0.00,2.00,483.00,299.00,51.00,21.00,0.00,112.00
2020,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",87.00,5.00,1.88,0.00,2.20,0.00,0.92,0.00,0.00,218.00,86.00,0.00,96.00,0.00,36.00
2020,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",265.00,21.00,11.76,1.21,5.21,0.00,2.81,0.00,1.00,856.00,474.00,88.00,150.00,0.00,144.00
2020,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",91.00,6.00,1.81,0.00,2.96,0.00,1.23,0.00,0.00,125.00,33.00,0.00,57.00,0.00,35.00
2020,12,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",82.00,4.00,2.67,0.00,0.33,0.00,1.00,0.00,0.00,174.00,130.00,0.00,13.00,0.00,31.00
2020,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",111.00,4.00,1.79,1.00,1.00,0.00,0.21,1.00,0.00,154.00,84.00,42.00,17.00,0.00,11.00
2020,12,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31.00,6.00,3.06,0.00,1.35,0.00,1.59,0.00,0.00,160.00,88.00,0.00,36.00,0.00,36.00
2020,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",373.00,35.00,21.15,0.00,8.10,1.00,4.75,2.00,0.00,2168.00,1404.00,0.00,462.00,51.00,251.00
2020,12,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",380.00,48.00,18.17,0.40,21.56,0.00,7.87,1.00,1.00,1881.00,675.00,10.00,755.00,0.00,441.00
2020,12,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",100.00,10.00,3.15,0.00,4.90,0.00,1.95,3.00,1.00,354.00,106.00,0.00,130.00,0.00,118.00
2020,12,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",319.00,31.00,15.35,0.27,12.76,0.00,2.62,3.00,1.00,2019.00,963.00,13.00,812.00,0.00,231.00
2020,12,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",50.00,10.00,3.89,0.00,3.12,0.00,2.98,0.00,0.00,693.00,238.00,0.00,121.00,0.00,334.00
2020,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",711.00,72.00,27.90,8.74,26.48,0.00,8.88,14.00,1.00,7217.00,1079.00,3241.00,2268.00,0.00,629.00
2020,12,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",29.00,6.00,3.46,0.00,1.09,0.00,1.44,0.00,0.00,332.00,87.00,0.00,51.00,0.00,194.00
2020,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",240.00,28.00,12.76,0.00,10.08,0.00,5.17,1.00,1.00,1884.00,1220.00,0.00,339.00,0.00,325.00
2020,12,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",51.00,14.00,5.07,0.00,6.52,0.00,2.41,0.00,0.00,506.00,114.00,0.00,173.00,0.00,219.00
2020,12,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",73.00,14.00,5.42,0.00,3.37,0.00,5.21,0.00,0.00,923.00,411.00,0.00,144.00,0.00,368.00
2020,12,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",130.00,29.00,12.45,0.00,11.56,1.00,3.99,0.00,1.00,1275.00,578.00,0.00,426.00,72.00,199.00
2020,12,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",5008.00,388.00,151.42,9.87,146.03,1.59,79.08,19.00,1.00,30305.00,13168.00,3377.00,4672.00,42.00,9046.00
2020,12,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",132.00,21.00,8.35,0.76,7.16,0.00,4.73,1.00,0.00,1191.00,393.00,16.00,214.00,0.00,568.00
